dsp_pedon_id,soc_stock_30cm,soc_stock_100cm,dsp_plot_id,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,lat,long,ID,mat,map,climate,single_ring_infiltration_1,single_ring_infiltration_2,cornell_infiltrometer,soc_pct,bulk_density,tn_pct,kssl_wsa,yoder_agg_stab_mwd,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace
JoF3 - 2,243.15927000000002,320.88151,JoF3,39,Ref - Forest,Ref,FOREST,Perennial,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",Reference,OSU10,OregonState,Jory,44.74261,-123.41905,54,10.579500198364258,1722,cool_wet,3935.604396,1349.375,41,5.607,0.66,0.318,89.49296085,0.716075598,NA,33.45869955,43.60148454,19.98787144,10.72840404,154.7313131,NA,41.71657143,1040.048334,16.66829998
JoF3 - 3,196.95432,269.6604,JoF3,39,Ref - Forest,Ref,FOREST,Perennial,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",Reference,OSU10,OregonState,Jory,44.74261,-123.41875,55,10.579500198364258,1722,cool_wet,2000.355951,221.5483425,37.5,5.943,0.66,0.356,89.15089326,0.849674625,NA,34.35003646,44.66678435,15.79493878,67.72557576,194.9543529,NA,6.871954555,921.3388118,16.66829998
JoV1 - 1,98.2788075,170.7770925,JoV1,40,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,AG-CROP,OSU4,OregonState,Jory,45.24882,-123.07116,35,11.384166717529297,1036,cool_wet,268.3565217,121.5385109,31,3.364,1.37,0.264,60.4741018,0.376617947,5.5,23.42976485,115.3523732,14.47738005,0.188034188,263.6444962,NA,47.22141806,623.7791852,10.0677401
JoV1 - 2,134.6886,214.45665,JoV1,40,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,AG-CROP,OSU4,OregonState,Jory,45.24882,-123.07126,36,11.384166717529297,1036,cool_wet,226.0879121,42.62350061,51,3.958,1.37,0.279,63.74322965,0.393430774,NA,20.67543671,121.0264376,24.22892846,9.072378258,294.3286988,NA,63.91297591,328.3861538,11.60549529
JoV1 - 3,119.10944999999998,235.56257,JoV1,40,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,AG-CROP,OSU4,OregonState,Jory,45.24912,-123.07096,37,11.384166717529297,1036,cool_wet,161.137218,41.66302161,29.88071288,2.107,1.37,0.187,36.63197026,0.326335185,NA,10.11290095,61.17488285,14.71601511,61.38903561,227.2489796,NA,11.01219417,543.8295302,7.11952735
JoV2 - 1,71.61426,99.44529,JoV2,41,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"18 years with same vines, ~1200/acre, 7<92> spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4<94> in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",AG-CROP,OSU11,OregonState,Jory,45.251054,-123.049801,56,10.831167221069336,1297,cool_wet,3153.103448,114.3,15.88421168,3.575,0.68,0.234,68.30837483,0.797263465,6.2,44.3212714,156.363102,0.086397758,22.14335354,286.7089721,NA,-0.036897959,722.7266172,12.81227667
JoV2 - 2,78.21075,128.10835,JoV2,41,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"18 years with same vines, ~1200/acre, 7<92> spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4<94> in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",AG-CROP,OSU11,OregonState,Jory,45.250954,-123.049901,57,10.831167221069336,1297,cool_wet,3257.55,68.33152174,17.52877136,2.204,0.68,0.177,42.48499345,NA,NA,17.92871344,128.8222244,26.45829165,29.3708866,366.9544554,NA,5.633454545,589.1434551,9.474533219
JoV3 - 1,121.50407880000002,174.61309880000002,JoV3,42,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",AG-CROP,OSU14,OregonState,Jory,45.037101,-123.130763,65,11.041333198547363,1211,cool_wet,914.4,228.6,28.25005467,4.314,1.11,0.29,88.97213618,NA,6.3,57.02202358,156.9230769,68.79806061,5.224489796,424.5494949,NA,-3.404162457,814.6998182,11.90209873
JoV3 - 2,154.59734,217.15434000000002,JoV3,42,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",AG-CROP,OSU14,OregonState,Jory,45.037201,-123.130863,66,11.041333198547363,1211,cool_wet,720.4363636,185.6300752,30.5,3.854,1.11,0.26,84.77061022,NA,NA,41.58159277,159.3402062,45.23088576,17.10187019,295.4666667,NA,0.977115444,160.4477051,10.04482653
JoV3 - 3,162.40394000000003,222.46174000000002,JoV3,42,SHM - Vineyard,SHM,CROP,Conservation,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",AG-CROP,OSU14,OregonState,Jory,45.037101,-123.130563,67,11.041333198547363,1211,cool_wet,767.3286713,258.0381558,27,4.314,1.11,0.294,90.01877539,NA,NA,43.15392998,178.3592433,51.54286858,135.6877642,250.0681515,NA,5.191243099,794.300816,12.17833455
JoXT1 - 1,100.05135899999999,152.8559685,JoXT1,43,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",AG-CROP,OSU9,OregonState,Jory,44.4319,-123.33523,50,10.982500076293945,1468,cool_wet,240.6315789,43.54285714,34.2849333,3.006,1.4,0.224,63.90932919,0.175111418,5.7,6.674527086,21.05641026,2.24,56.42923351,230.922449,NA,34.96,532.802836,7.734374828
JoXT1 - 2,140.44779,233.70385,JoXT1,43,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",AG-CROP,OSU9,OregonState,Jory,44.4318,-123.33533,51,10.982500076293945,1468,cool_wet,204.9824561,41.64968944,24.63131424,3.448,1.4,0.25,48.82202791,0.187402222,NA,5.629279317,30.518666670000002,3.788190476,28.41212121,93.63137255,NA,1.116092969,497.0820066,9.865336896
JoXT1 - 3,151.13712999999998,225.67663,JoXT1,43,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",AG-CROP,OSU9,OregonState,Jory,44.4316,-123.33503,52,10.982500076293945,1468,cool_wet,415.6363636,58.24203822,11.54154822,3.583,1.4,0.259,60.45311755,0.527231816,NA,9.396852884,39.9571644,9.157278351,45.45982272,93.12925646,NA,6.866854108,611.6674028,9.463076434
JoXT2 - 1,133.43131540000002,174.2995554,JoXT2,44,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",AG-CROP,OSU12,OregonState,Jory,45.04997,-123.13708,59,10.626832962036133,1450,cool_wet,22.79702479,3.959109312,5.803083315,2.563,1.29,0.216,25.30373648,NA,5,4.307902008,18.14575734,5.959183673,10.45116768,468.9959435,NA,4.894060606,315.2911617,6.828015813
JoXT2 - 2,149.57601,212.45561,JoXT2,44,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",AG-CROP,OSU12,OregonState,Jory,45.04987,-123.13718,60,10.626832962036133,1450,cool_wet,17.62125,2.905702067,3.475836431,2.373,1.29,0.208,19.88462314,NA,NA,3.377224892,18.21782178,5.280095068,32.70353398,99.104,NA,0.205575758,339.2398845,5.431560981
JoXT2 - 3,134.71755000000002,177.81095,JoXT2,44,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",AG-CROP,OSU12,OregonState,Jory,45.04997,-123.13688,61,10.626832962036133,1450,cool_wet,57.15,15.39393939,4.538814782,2.525,1.29,0.198,34.68065626,NA,NA,4.88890263,14.94964706,35.10733778,32.31410526,119.9969541,NA,3.35049505,363.812113,6.316279402
JoXT3 - 1,112.7124995,137.8683995,JoXT3,45,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",AG-CROP,OSU13,OregonState,Jory,44.910377,-122.90909,62,11.120499610900879,1186,cool_wet,62.21559824,18.47272727,12.52197682,2.663,1.2,0.209,57.86721745,NA,5.6,5.666830346,30.67825424,5.146839299,9.725490196,240.7306139,NA,4.659712157,499.9978523,5.656877759
JoXT3 - 2,150.54613,164.38853,JoXT3,45,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",AG-CROP,OSU13,OregonState,Jory,44.910277,-122.90899,63,11.120499610900879,1186,cool_wet,125.6631579,26.26903003,27.65842991,2.702,1.2,0.216,53.19704713,NA,NA,5.915125045,28.51363265,6.607226504,4.602455446,161.424,NA,0.54368932,462.8991678,4.345712329
JoXT3 - 3,158.55719,189.58159,JoXT3,45,BAU - Christmas tree,BAU,CROP,Till,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",AG-CROP,OSU13,OregonState,Jory,44.910077,-122.90889,64,11.120499610900879,1186,cool_wet,139.6886708,21.54473438,23.64366936,2.676,1.2,0.213,54.1044567,NA,NA,6.464816912,34.12486025,5.696006406,21.02444857,483.1892277,NA,0.181493957,505.290954,5.457020504
KeC1 - 1,71.03789399579,129.15733183804,KeC1,46,BAU,BAU,CROP,Till,Till with rotation (eco-fallow),"Eco-Fallow Rotation.  Summer fallow is reg tillage, driled to wheat, spray stubble after harvest.  No-till corn, then fallow. (Fallow is the tillage part and wheat stubble is cleaned) No disc, just a sweep plow",AG-CROP,NA,KansasState,Keith,39.244626,-100.557271,156,11.226166725158691,521,cool_dry,NA,NA,NA,2.17,1.11023909,NA,10,0.507324803,NA,1.064809976,77.5806569,104.407741,32.47043952,275.5157323,28.48571991,6.567889988,496.1191361,7.997775606
KeC1 - 2,58.0951458729,107.30294183739,KeC1,46,BAU,BAU,CROP,Till,Till with rotation (eco-fallow),"Eco-Fallow Rotation.  Summer fallow is reg tillage, driled to wheat, spray stubble after harvest.  No-till corn, then fallow. (Fallow is the tillage part and wheat stubble is cleaned) No disc, just a sweep plow",AG-CROP,NA,KansasState,Keith,39.244626,-100.557271,157,11.226166725158691,521,cool_dry,NA,NA,NA,2.1,1.268092989,NA,6.666666667,0.567062531,NA,0.951311112,78.88579999,101.532134,25.57346289,244.8173586,28.37776789,4.822480668,457.86521,6.807891767
KeC1 - 3,60.23577627476,112.03400450690667,KeC1,46,BAU,BAU,CROP,Till,Till with rotation (eco-fallow),"Eco-Fallow Rotation.  Summer fallow is reg tillage, driled to wheat, spray stubble after harvest.  No-till corn, then fallow. (Fallow is the tillage part and wheat stubble is cleaned) No disc, just a sweep plow",AG-CROP,NA,KansasState,Keith,39.244626,-100.557271,158,11.226166725158691,521,cool_dry,NA,NA,NA,2.12,0.989217767,NA,13.33333333,0.628437999,NA,1.008468461,79.21897723,90.72272663,48.52059423,347.4646757,45.83161674,4.009632534,481.2834225,7.363731581
KeC2 - 1,58.93659485015,118.77554397277001,KeC2,47,BAU,BAU,CROP,Till,Tilled once every 3 years.  Sorghum/wheat/corn,"Tilled once every 3 years.  Sorghum '15, tilled summer 2016, wheat '16, corn '18",AG-CROP,NA,KansasState,Keith,39.3817794,-101.0631493,159,10.632999420166016,486,cool_dry,NA,NA,NA,2.37,0.933968903,NA,7,0.508598397,NA,0.933778193,221.7331907,170.0381488,38.90491681,469.3799911,103.1812369,4.710299883,483.7589264,8.386554648
KeC2 - 2,71.33496624515,130.57979275119,KeC2,47,BAU,BAU,CROP,Till,Tilled once every 3 years.  Sorghum/wheat/corn,"Tilled once every 3 years.  Sorghum '15, tilled summer 2016, wheat '16, corn '18",AG-CROP,NA,KansasState,Keith,39.3815262,-101.0632519,160,10.632999420166016,486,cool_dry,NA,NA,NA,2.28,1.382098583,NA,8.333333333,0.351567086,NA,0.939737848,158.1702189,118.3062187,41.77615452,486.5852483,119.9268848,7.789811728,389.4061969,8.108058201
KeC2 - 3,65.13205343866,150.855402585,KeC2,47,BAU,BAU,CROP,Till,Tilled once every 3 years.  Sorghum/wheat/corn,"Tilled once every 3 years.  Sorghum '15, tilled summer 2016, wheat '16, corn '18",AG-CROP,NA,KansasState,Keith,39.3816973,-101.0629297,161,10.632999420166016,486,cool_dry,NA,NA,NA,2.09,1.15759526,NA,17,0.495940304,NA,0.847567175,155.0866904,86.92131012,48.43884409,431.7322695,86.61744088,8.196012608,496.4943717,6.921658641
KeC3 - 1,82.04965045664,124.13626239698,KeC3,48,BAU,BAU,CROP,Till,Till converting to no-till,"Conventional tillage estimated at every two years until 2018, 2018 was first year of no-till.  Recently purchased fields.""Tillage Until 2018""<a0>",AG-CROP,NA,KansasState,Keith,39.978288,-100.868944,144,10.547499656677246,544,cool_dry,NA,NA,NA,3.79,1.3557896,NA,4.833333333,0.307503796,NA,1.471433049,157.6381994,92.93264955,483.968254,1087.450651,26.38337845,NA,828.1734547,6.518869454
KeC3 - 2,41.22043251792,87.39510964042,KeC3,48,BAU,BAU,CROP,Till,Till converting to no-till,"Conventional tillage estimated at every two years until 2018, 2018 was first year of no-till.  Recently purchased fields.""Tillage Until 2018""<a0>",AG-CROP,NA,KansasState,Keith,39.978452,-100.868986,145,10.547499656677246,544,cool_dry,NA,NA,NA,1.22,1.316326125,NA,4.166666667,0.2926964,NA,1.050406868,146.3145789,94.78466704,64.33891189,267.0293886,26.72368382,NA,277.5474589,2.788854055
KeC3 - 3,53.05307308935,86.39488595691,KeC3,48,BAU,BAU,CROP,Till,Till converting to no-till,"Conventional tillage estimated at every two years until 2018, 2018 was first year of no-till.  Recently purchased fields.""Tillage Until 2018""<a0>",AG-CROP,NA,KansasState,Keith,39.9783659,-100.8687585,146,10.547499656677246,544,cool_dry,NA,NA,NA,1.23,1.252307599,NA,5.833333333,0.269389469,NA,1.001461731,151.2082572,94.88018071,73.00508462,251.2685607,43.28463582,NA,355.7771108,3.167781283
KeCF1 - 1,48.38467556932,90.92906380864,KeCF1,49,SHM - no-till,SHM,CROP,No-till,"No-Till  with cover crop -  corn, oats, or wheat.","No-Till since 2001 with cover cropping.  Cover cropped every three years since 2006.  Typically planted to corn, oats, or wheat.",AG-CROP,NA,KansasState,Keith,39.2447359,-100.5431538,150,11.226166725158691,521,cool_dry,NA,NA,NA,1.92,1.495227211,NA,10,0.98958544,NA,1.008940895,93.35614948,85.73990423,23.15384886,350.5526555,39.00611143,9.567300061,502.5348065,8.372095404
KeCF1 - 2,40.3585063761,79.19060938626001,KeCF1,49,SHM - no-till,SHM,CROP,No-till,"No-Till  with cover crop -  corn, oats, or wheat.","No-Till since 2001 with cover cropping.  Cover cropped every three years since 2006.  Typically planted to corn, oats, or wheat.",AG-CROP,NA,KansasState,Keith,39.2450134,-100.5430643,151,11.226166725158691,521,cool_dry,NA,NA,NA,1.79,1.275108718,NA,15,0.866007042,NA,1.035179493,46.27142361,43.09834953,33.58508758,230.5231616,28.32211126,6.212161661,352.1231229,7.197889825
KeCF1 - 3,57.82338033152,95.91536780399,KeCF1,49,SHM - no-till,SHM,CROP,No-till,"No-Till  with cover crop -  corn, oats, or wheat.","No-Till since 2001 with cover cropping.  Cover cropped every three years since 2006.  Typically planted to corn, oats, or wheat.",AG-CROP,NA,KansasState,Keith,39.2447102,-100.5427146,152,11.226166725158691,521,cool_dry,NA,NA,NA,1.89,1.06288292,NA,6.666666667,1.147497196,NA,1.02319359,91.31217073,118.1970039,37.86653365,321.4691947,38.50278757,26.58085602,426.9901673,6.573001771
KeCF3 - 1,52.107352850619996,87.78119399578,KeCF3,50,SHM - no-till,SHM,CROP,No-till,No-till - diverse rotation,"20 years+ of No-till with 100% residue post-harvest. Covercropping is not typical of the area due to high water holding capacities of the soils paired with low and highly variable annual precipitation.  He has found covercropping to be less efficient at recharging the soil profile than fallow, and has documented yield losses from cover cropping.  Kastens has done covercropping research since 2010, spending over $50,000 to reach this conclusion, thought they still do some small trials currently.  The crop rotation is diverse as it includes a winter grass, summer grass, and legume.  Wheat, corn, yellow peas represent a typical crop rotation.",AG-CROP,NA,KansasState,Keith,39.9519869,-100.89697,141,10.63800048828125,545,cool_dry,NA,NA,NA,1.89,1.298786803,NA,4,0.339342687,NA,0.995113817,183.1410914,83.86781345,94.37098511,361.5211518,36.72089609,NA,530.4245249,5.098742295
KeCF3 - 2,42.73113818237,95.30828176147,KeCF3,50,SHM - no-till,SHM,CROP,No-till,No-till - diverse rotation,"20 years+ of No-till with 100% residue post-harvest. Covercropping is not typical of the area due to high water holding capacities of the soils paired with low and highly variable annual precipitation.  He has found covercropping to be less efficient at recharging the soil profile than fallow, and has documented yield losses from cover cropping.  Kastens has done covercropping research since 2010, spending over $50,000 to reach this conclusion, thought they still do some small trials currently.  The crop rotation is diverse as it includes a winter grass, summer grass, and legume.  Wheat, corn, yellow peas represent a typical crop rotation.",AG-CROP,NA,KansasState,Keith,39.9521612,-100.8967806,142,10.63800048828125,545,cool_dry,NA,NA,NA,1.65,0.859426784,NA,7.5,0.289718643,NA,1.018056112,160.5537485,79.3393106,58.14359576,343.9442947,26.39045584,NA,437.8208059,4.941806525
KeCF3 - 3,35.39908766315,87.40027694399375,KeCF3,50,SHM - no-till,SHM,CROP,No-till,No-till - diverse rotation,"20 years+ of No-till with 100% residue post-harvest. Covercropping is not typical of the area due to high water holding capacities of the soils paired with low and highly variable annual precipitation.  He has found covercropping to be less efficient at recharging the soil profile than fallow, and has documented yield losses from cover cropping.  Kastens has done covercropping research since 2010, spending over $50,000 to reach this conclusion, thought they still do some small trials currently.  The crop rotation is diverse as it includes a winter grass, summer grass, and legume.  Wheat, corn, yellow peas represent a typical crop rotation.",AG-CROP,NA,KansasState,Keith,39.9521612,-100.8967806,143,10.63800048828125,545,cool_dry,NA,NA,NA,1.63,1.114623921,NA,8,0.418407478,NA,0.960487463,128.7078761,71.27198985,46.88768364,356.2771414,35.98428385,NA,463.4168682,5.259397507
KeN1 - 1,74.75801927942,116.12204245606,KeN1,51,Ref - Native,Ref,RANGE,Perennial,Native Rangeland (>40 years),"Native rangeland, never been tilled to their knowledge (over 40 years)",Reference,NA,KansasState,Keith,39.249205,-100.56165,153,11.226166725158691,521,cool_dry,NA,NA,NA,3.19,1.153210429,NA,50,1.311981046,NA,1.512575622,261.0787549,219.9274248,175.3465823,1002.843167,144.1282629,61.97531085,747.5916346,7.119717944
KeN1 - 2,74.21730830871,111.31776246971,KeN1,51,Ref - Native,Ref,RANGE,Perennial,Native Rangeland (>40 years),"Native rangeland, never been tilled to their knowledge (over 40 years)",Reference,NA,KansasState,Keith,39.249205,-100.56165,154,11.226166725158691,521,cool_dry,NA,NA,NA,3.37,0.885735767,NA,73.33333333,3.960029424,NA,1.563061784,295.2529472,198.2024995,252.2991116,1233.332415,178.3725214,82.28527785,786.8414849,8.543854045
KeN1 - 3,64.09233705201001,98.55283292727,KeN1,51,Ref - Native,Ref,RANGE,Perennial,Native Rangeland (>40 years),"Native rangeland, never been tilled to their knowledge (over 40 years)",Reference,NA,KansasState,Keith,39.249205,-100.56165,155,11.226166725158691,521,cool_dry,NA,NA,NA,3.53,0.848903191,NA,51.66666667,1.364906078,NA,1.558116141,300.1675475,232.2420865,187.5867225,1213.105306,139.5705467,35.8266219,804.88751,9.426343241
KeN2 - 1,80.82935210578,134.7140521453,KeN2,52,Ref - Native,Ref,RANGE,Perennial,Native Rangeland - w 1 haying,"No knowledge of tillage in last 33+ years, occasional herbicide treatment for broadleaf, 1 cut of hay per year for last five years",AG-CROP,NA,KansasState,Keith,39.3843208,-101.0636022,162,10.632999420166016,486,cool_dry,NA,NA,NA,1.12,0.917306547,NA,71.33333333,1.489935644,NA,0.842200344,347.6057688,239.9034778,85.79000581,240.2602902,321.0924504,97.87054704,273.9357388,2.664869728
KeN2 - 2,101.79524389011999,161.57113912928997,KeN2,52,Ref - Native,Ref,RANGE,Perennial,Native Rangeland - w 1 haying,"No knowledge of tillage in last 33+ years, occasional herbicide treatment for broadleaf, 1 cut of hay per year for last five years",AG-CROP,NA,KansasState,Keith,39.3840397,-101.0636425,163,10.632999420166016,486,cool_dry,NA,NA,NA,3.87,0.81294758,NA,78.33333333,2.295442046,NA,1.590409661,381.6373033,204.3592279,468.1227921,708.0739507,357.442764,113.5021433,556.2445795,5.62231672
KeN2 - 3,92.37329543454,149.76884158394,KeN2,52,Ref - Native,Ref,RANGE,Perennial,Native Rangeland - w 1 haying,"No knowledge of tillage in last 33+ years, occasional herbicide treatment for broadleaf, 1 cut of hay per year for last five years",AG-CROP,NA,KansasState,Keith,39.384217,-101.063449,164,10.632999420166016,486,cool_dry,NA,NA,NA,4.33,0.755067817,NA,84,1.634679641,NA,1.747301615,363.6390617,224.1615306,554.8579222,1153.592549,319.5824484,85.59013868,790.1523559,8.031437568
KeN3 - 1,65.42643845186001,117.54039119232,KeN3,53,Ref - Native,Ref,RANGE,Perennial,Native Rangeland (>80years),"Native rangeland, never been tilled to his knowledge (over 80 years).  100-125 700lb steers to a 0.5mile x 1mile pasture",Reference,NA,KansasState,Keith,39.9736474,-100.8692162,147,10.547499656677246,544,cool_dry,NA,NA,NA,1.35,1.056744158,NA,68,1.612341658,NA,1.116454645,372.7618853,198.9023364,407.4875823,217.2604016,136.3001675,NA,340.7884063,6.423777877
KeN3 - 2,56.682115435049994,108.51267384652999,KeN3,53,Ref - Native,Ref,RANGE,Perennial,Native Rangeland (>80years),"Native rangeland, never been tilled to his knowledge (over 80 years).  100-125 700lb steers to a 0.5mile x 1mile pasture",Reference,NA,KansasState,Keith,39.9739409,-100.8692095,148,10.547499656677246,544,cool_dry,NA,NA,NA,2.91,0.686664461,NA,75.83333333,2.124210026,NA,1.638794126,366.3830187,241.6724775,426.2003686,314.6632496,164.0245554,NA,646.5499446,6.214649214
KeN3 - 3,53.707237190970005,106.65400006039,KeN3,53,Ref - Native,Ref,RANGE,Perennial,Native Rangeland (>80years),"Native rangeland, never been tilled to his knowledge (over 80 years).  100-125 700lb steers to a 0.5mile x 1mile pasture",Reference,NA,KansasState,Keith,39.9737363,-100.8690184,149,10.547499656677246,544,cool_dry,NA,NA,NA,2.79,0.734897597,NA,55.83333333,1.921802554,NA,1.613865915,343.1200241,231.8743357,368.4981685,429.4177195,130.6056525,NA,691.4635615,5.130717316
MT-1-1,NA,NA,MT-1,54,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,Mulch tillage fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,216,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.5,NA,NA,0.18,NA,NA,7.69,21.1,169.02,8.1,NA,2.72,665,NA
MT-1-2,NA,NA,MT-1,54,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,Mulch tillage fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,217,13.280166625976563,472,cool_dry,NA,NA,NA,NA,0.93,NA,NA,0.16,NA,NA,9.24,7.19,108.17,5.59,NA,8.34,421,NA
MT-1-3,NA,NA,MT-1,54,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,Mulch tillage fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,218,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.02,NA,NA,0.34,NA,NA,13.9,14.12,147.02,2.69,NA,2.48,467,NA
MT-2-1,NA,NA,MT-2,55,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,mulch tillage fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,222,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.15,NA,NA,0.19,NA,NA,13.22,5.32,156.49,14.42,NA,2.21,598,NA
MT-2-2,NA,NA,MT-2,55,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,mulch tillage fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,223,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.06,NA,NA,0.45,NA,NA,2.13,11.86,192.27,20.62,NA,3.2,498,NA
MT-2-3,NA,NA,MT-2,55,BAU,BAU,CROP,Till,mulch tillage fallow after wheat,mulch tillage fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,224,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.19,NA,NA,1.97,NA,NA,26.81,16.7,178.68,19.29,NA,3.72,505,NA
MT-3-1,NA,NA,MT-3,56,BAU,BAU,CROP,Till,mulch tillage wheat,mulch tillage wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,229,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.2,NA,NA,0.25,NA,NA,10.71,19.65,94.9,14.18,NA,1.18,520,NA
MT-3-2,NA,NA,MT-3,56,BAU,BAU,CROP,Till,mulch tillage wheat,mulch tillage wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,230,13.280166625976563,472,cool_dry,NA,NA,NA,NA,2.24,NA,NA,0.18,NA,NA,1.72,8.24,72.7,1.63,NA,4.41,419,NA
MT-3-3,NA,NA,MT-3,56,BAU,BAU,CROP,Till,mulch tillage wheat,mulch tillage wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,231,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.22,NA,NA,0.39,NA,NA,10.46,9.6,90.87,14.95,NA,5.16,461,NA
NAT-1 - 1,11.946,37.197,NAT-1,57,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,32.060626,-102.406408,185,17.543832778930664,376,warm_dry,NA,NA,NA,0.54,1.54,NA,NA,0.53,NA,194,138.64,14.5,0.38,NA,NA,24.14,205.01,0.3977
NAT-2 - 2,10.1325,40.6325,NAT-2,58,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,33.059817,-102.406791,186,15.607999801635742,453,warm_dry,NA,NA,NA,0.42,1.63,NA,NA,0.52,NA,46,102.58,17.54,4.94,NA,NA,6.66,208.25,0.00132
