PLFA_ID,proj_id,submit_proj_name,lab_proj_name,lims_site_id,lims_pedon_id,user_pedon_id,lay_id,natural_key,horizon_designation,lay_depth_to_top,lay_depth_to_bottom,lay_field_label1,lay_field_label2,lay_field_label3,clay_tot_psa,silt_tot_psa,sand_tot_psa,co3_cly,silt_f_psa,silt_c_psa,sand_vf_psa,sand_f_psa,sand_m_psa,sand_c_psa,sand_vc_psa,tex_psda,adod,caco3,ph_cacl2,ph_h2o,CKMnO4,PNitroBGlu,ag_stab,c_tot_ncs,n_tot_ncs,s_tot_ncs,estimated_organic_C,DSP_Pedon,user_site_id
KS-153-SW-109-3-10_26-2018,5290,DSP for Soil Health KSU,I2019USKS057,33561,39839,S2018KS153109,196995,19N02680,A2,10,26,S2018KS153109-3,NA,NA,31.9,55,13.1,NA,15.7,39.3,12.7,0.3,0.1,0,0,sicl,1.045,NA,6.7,7.4,225.8,26,26,0.96,0.14,0.03,1,S2018KS153109,S2018KS153109
KS-153-SW-109-4-26_41-2018,5290,DSP for Soil Health KSU,I2019USKS057,33561,39839,S2018KS153109,196996,19N02681,Bt1,26,41,S2018KS153109-4,NA,NA,30.6,57.6,11.8,NA,16.8,40.8,11.7,0.1,0,0,0,sicl,1.046,NA,6.7,7.4,150.6,15,NA,0.71,0.07,0.02,0.7,S2018KS153109,S2018KS153109
KS-153-SW-109-5-41_59-2018,5290,DSP for Soil Health KSU,I2019USKS057,33561,39839,S2018KS153109,196997,19N02682,Bt2,41,59,S2018KS153109-5,NA,NA,29.6,57.3,13.1,NA,17.2,40.1,12.8,0.3,0,0,0,sicl,1.045,NA,7,7.4,150.4,13,NA,0.74,0.1,0.02,0.7,S2018KS153109,S2018KS153109
KS-153-SW-109-6-59_80-2018,5290,DSP for Soil Health KSU,I2019USKS057,33561,39839,S2018KS153109,196998,19N02683,Btk1,59,80,S2018KS153109-6,NA,NA,31.5,55.6,12.9,1.5,18.8,36.8,12.6,0.3,0,0,0,sicl,1.048,4,7.7,8,150.9,6,NA,1.31,0.13,0.02,0.9,S2018KS153109,S2018KS153109
KS-153-SW-109-7-80_100-2018,5290,DSP for Soil Health KSU,I2019USKS057,33561,39839,S2018KS153109,196999,19N02684,Btk2,80,100,S2018KS153109-7,NA,NA,29.8,53,17.2,0.9,22.3,30.7,16.7,0.4,0.1,0,0,sicl,1.043,3,7.9,8.2,75.1,4,NA,1.04,0.11,0.03,0.7,S2018KS153109,S2018KS153109
MN-099-SW-CON-001-1-102819,5377,DSP for SH - UMN,I2020USMN056,34340,40694,S2019MN099CON001,201165,20N01622,Ap1,0,5,S2019MN099CON001-d1,1,NA,28.1,45.1,26.8,NA,28.2,16.9,4,7.3,10.8,3.8,0.9,cl,1.022,0,7.3,7.3,957.8,185,6,2.68,0.26,0.02,2.7,S2019MN99-A-CON,S2019MN_Mower
MN-099-SW-CON-001-2-102819,5377,DSP for SH - UMN,I2020USMN056,34340,40694,S2019MN099CON001,201166,20N01623,Ap2,5,10,S2019MN099CON001-d2,2,NA,28.6,45.2,26.2,NA,28.5,16.7,4,7.7,9.5,4.1,0.9,cl,1.022,0,7.3,7.3,958.8,158,3,2.64,0.29,0.02,2.6,S2019MN99-A-CON,S2019MN_Mower
MN-099-SW-CON-001-3-102819,5377,DSP for SH - UMN,I2020USMN056,34340,40694,S2019MN099CON001,201167,20N01624,Ap3,10,26,S2019MN099CON001-d3,3,NA,29.1,45.4,25.5,NA,28.8,16.6,3.9,7.5,9.2,4.5,0.4,cl,1.023,NA,6.8,7,885.6,87,3,2.46,0.26,0.02,2.5,S2019MN99-A-CON,S2019MN_Mower
MN-099-SW-CON-001-4-102819,5377,DSP for SH - UMN,I2020USMN056,34340,40694,S2019MN099CON001,201168,20N01625,Bw,26,50,S2019MN099CON001-d4,4,NA,28,39.4,32.6,NA,24,15.4,4.9,10.3,10,6.1,1.3,cl,1.021,NA,5.5,6.1,368.2,9,NA,0.68,0.11,0.01,0.7,S2019MN99-A-CON,S2019MN_Mower
MN-099-SW-CON-001-5-102819,5377,DSP for SH - UMN,I2020USMN056,34340,40694,S2019MN099CON001,201169,20N01626,2Bg,50,110,S2019MN099CON001-d5,5,NA,27.1,27.6,45.3,NA,16,11.6,11.3,15.1,11.3,5.3,2.3,scl,1.016,NA,6.4,6.8,291.9,3,NA,0.29,0.07,0.01,0.3,S2019MN99-A-CON,S2019MN_Mower
MN-099-SW-CON-002-1-102819,5377,DSP for SH - UMN,I2020USMN056,34341,40695,S2019MN099CON002,201170,20N01627,Ap1,0,5,S2019MN099CON002-d1,6,NA,29.4,48.4,22.2,NA,31.1,17.3,3.6,6.7,8.7,2.8,0.4,cl,1.023,0,7,6.9,1029.7,228,4,3.08,0.32,0.02,3.1,S2019MN99-B-CON,S2019MN_Mower
MN-099-SW-CON-002-2-102819,5377,DSP for SH - UMN,I2020USMN056,34341,40695,S2019MN099CON002,201171,20N01628,Ap2,5,10,S2019MN099CON002-d2,7,NA,30,48.2,21.8,NA,31.7,16.5,3.5,6.5,8.2,3.2,0.4,cl,1.022,NA,6.8,6.9,955.9,174,3,2.92,0.3,0.03,2.9,S2019MN99-B-CON,S2019MN_Mower
MN-099-SW-CON-002-3-102819,5377,DSP for SH - UMN,I2020USMN056,34341,40695,S2019MN099CON002,201172,20N01629,Ap3,10,32,S2019MN099CON002-d3,8,NA,31,48,21,NA,30.6,17.4,4.2,6.3,6.5,3.4,0.6,cl,1.022,NA,6.6,6.7,884.5,95,3,2.43,0.26,0.02,2.4,S2019MN99-B-CON,S2019MN_Mower
MN-099-SW-CON-002-4-102819,5377,DSP for SH - UMN,I2020USMN056,34341,40695,S2019MN099CON002,201173,20N01630,BA,32,54,S2019MN099CON002-d4,9,NA,31.7,46.4,21.9,NA,29.4,17,4,6.3,8.3,2.6,0.7,cl,1.022,NA,5.4,5.9,442,11,NA,0.89,0.14,0.01,0.9,S2019MN99-B-CON,S2019MN_Mower
MN-099-SW-CON-002-5-102819,5377,DSP for SH - UMN,I2020USMN056,34341,40695,S2019MN099CON002,201174,20N01631,Bw1,54,77,S2019MN099CON002-d5,10,NA,24.8,25.8,49.4,NA,15.4,10.4,11.8,15.9,13.8,5.2,2.7,scl,1.014,NA,5.3,5.9,243.2,1,NA,0.31,0.04,0.01,0.3,S2019MN99-B-CON,S2019MN_Mower
MN-099-SW-CON-002-6-102819,5377,DSP for SH - UMN,I2020USMN056,34341,40695,S2019MN099CON002,201175,20N01632,Bw2,77,137,S2019MN099CON002-d6,11,NA,26.8,27.4,45.8,NA,16.5,10.9,12.3,15.2,11,5.1,2.2,scl,1.015,NA,6.6,6.7,243.7,2,NA,0.22,0.07,0,0.2,S2019MN99-B-CON,S2019MN_Mower
MN-099-SW-CON-003-1-102819,5377,DSP for SH - UMN,I2020USMN056,34342,40696,S2019MN099CON003,201176,20N01633,Ap1,0,5,S2019MN099CON003-d1,12,NA,27.1,46.2,26.7,NA,28.7,17.5,4.2,8.9,8.5,4.3,0.8,cl,1.021,NA,6.9,7,957.8,162,9,2.71,0.29,0.02,2.7,S2019MN99-C-CON,S2019MN_Mower
MN-099-SW-CON-003-2-102819,5377,DSP for SH - UMN,I2020USMN056,34342,40696,S2019MN099CON003,201177,20N01634,Ap2,5,10,S2019MN099CON003-d2,13,NA,27.9,45,27.1,NA,29.3,15.7,4.2,8.1,10.6,3.6,0.6,cl,1.021,0,7,7,955.3,142,7,2.64,0.29,0.02,2.7,S2019MN99-C-CON,S2019MN_Mower
MN-099-SW-CON-003-3-102819,5377,DSP for SH - UMN,I2020USMN056,34342,40696,S2019MN099CON003,201178,20N01635,Ap3,10,25,S2019MN099CON003-d3,14,NA,28.9,44.8,26.3,NA,29.5,15.3,4,7.9,10,3.6,0.8,cl,1.021,NA,6.6,6.9,810.8,61,3,2.26,0.25,0.02,2.3,S2019MN99-C-CON,S2019MN_Mower
MN-099-SW-CON-003-4-102819,5377,DSP for SH - UMN,I2020USMN056,34342,40696,S2019MN099CON003,201179,20N01636,BA,25,35,S2019MN099CON003-d4,15,NA,29.4,43.2,27.4,NA,26.4,16.8,3.8,7.5,9.2,4.9,2,cl,1.021,NA,5.7,6.5,368.5,9,NA,0.77,0.12,0.01,0.8,S2019MN99-C-CON,S2019MN_Mower
MN-099-SW-CON-003-5-102819,5377,DSP for SH - UMN,I2020USMN056,34342,40696,S2019MN099CON003,201180,20N01637,Bw1,35,60,S2019MN099CON003-d5,16,NA,26.1,26.8,47.1,NA,15.9,10.9,10.4,16.4,13.1,4.4,2.8,scl,1.015,NA,6,6.2,292.7,4,NA,0.43,0.09,0.01,0.4,S2019MN99-C-CON,S2019MN_Mower
MN-099-SW-CON-003-6-102819,5377,DSP for SH - UMN,I2020USMN056,34342,40696,S2019MN099CON003,201181,20N01638,Bw2,60,80,S2019MN099CON003-d6,17,NA,27.2,27.4,45.4,NA,16.3,11.1,12.1,15.4,11.6,4.2,2.1,scl,1.015,NA,6.3,6.6,219.1,2,NA,0.27,0.06,0,0.3,S2019MN99-C-CON,S2019MN_Mower
MN-099-SW-CON-003-7-102819,5377,DSP for SH - UMN,I2020USMN056,34342,40696,S2019MN099CON003,201182,20N01639,2C1,80,110,S2019MN099CON003-d7,18,NA,26.3,27.7,46,NA,16.4,11.3,12.3,15.3,11.4,4.6,2.4,scl,1.014,NA,6.8,6.8,219.5,8,NA,0.18,0.05,0,0.2,S2019MN99-C-CON,S2019MN_Mower
MN-099-SW-CON-004-1-102819,5377,DSP for SH - UMN,I2020USMN056,34343,40697,S2019MN099CON004,201183,20N01640,Ap1,0,5,S2019MN099CON004-d1,19,NA,30,49.6,20.4,NA,30.1,19.5,4.3,6.2,6.6,3,0.3,cl,1.023,NA,6.6,6.9,1032.7,208,11,3.23,0.34,0.02,3.2,S2019MN99-D-CON,S2019MN_Mower
MN-099-SW-CON-004-2-102819,5377,DSP for SH - UMN,I2020USMN056,34343,40697,S2019MN099CON004,201184,20N01641,Ap2,5,10,S2019MN099CON004-d2,20,NA,29.7,48.3,22,NA,30.1,18.2,3.7,6.6,8.3,3,0.4,cl,1.023,NA,6.5,6.8,1033.3,170,6,3.12,0.32,0.03,3.1,S2019MN99-D-CON,S2019MN_Mower
MN-099-SW-CON-004-3-102819,5377,DSP for SH - UMN,I2020USMN056,34343,40697,S2019MN099CON004,201185,20N01642,Ap3,10,25,S2019MN099CON004-d3,21,NA,30.3,48.9,20.8,NA,32.1,16.8,3.5,6.3,7.8,2.6,0.6,cl,1.024,NA,6.7,7,886.2,103,6,2.69,0.28,0.03,2.7,S2019MN99-D-CON,S2019MN_Mower
MN-099-SW-CON-004-4-102819,5377,DSP for SH - UMN,I2020USMN056,34343,40697,S2019MN099CON004,201186,20N01643,AB,25,47,S2019MN099CON004-d4,22,NA,30.9,48,21.1,NA,28.6,19.4,3.9,6.2,6.6,3.7,0.7,cl,1.023,NA,6.3,6.9,368.4,15,NA,0.99,0.14,0.01,1,S2019MN99-D-CON,S2019MN_Mower
MN-099-SW-CON-004-5-102819,5377,DSP for SH - UMN,I2020USMN056,34343,40697,S2019MN099CON004,201187,20N01644,Bw,47,110,S2019MN099CON004-d5,23,NA,25.5,27.9,46.6,NA,16.5,11.4,13.5,15.3,10.4,5.4,2,scl,1.014,NA,6.5,7,291.8,3,NA,0.22,0.05,0.01,0.2,S2019MN99-D-CON,S2019MN_Mower
MN-099-SW-CON-005-1-102819,5377,DSP for SH - UMN,I2020USMN056,34344,40698,S2019MN099CON005,201188,20N01645,Ap1,0,5,S2019MN099CON005-d1,24,NA,28.5,51.2,20.3,NA,30.8,20.4,3.4,6.1,7.6,2.8,0.4,cl,1.024,NA,6.7,6.9,1030,177,7,3.15,0.33,0.02,3.2,S2019MN99-E-CON,S2019MN_Mower
MN-099-SW-CON-005-2-102819,5377,DSP for SH - UMN,I2020USMN056,34344,40698,S2019MN099CON005,201189,20N01646,Ap2,5,10,S2019MN099CON005-d2,25,NA,28.4,52.7,18.9,NA,33,19.7,3.1,5.7,7.3,2.7,0.1,sicl,1.024,NA,6.8,7,1034.7,144,4,3.1,0.31,0.04,3.1,S2019MN99-E-CON,S2019MN_Mower
MN-099-SW-CON-005-3-102819,5377,DSP for SH - UMN,I2020USMN056,34344,40698,S2019MN099CON005,201190,20N01647,Ap3,10,22,S2019MN099CON005-d3,26,NA,27.9,53.2,18.9,NA,32,21.2,3.1,5.7,6.8,3,0.3,sicl,1.024,NA,6.7,7,886.3,84,4,2.79,0.3,0.03,2.8,S2019MN99-E-CON,S2019MN_Mower
MN-099-SW-CON-005-4-102819,5377,DSP for SH - UMN,I2020USMN056,34344,40698,S2019MN099CON005,201191,20N01648,AB,22,53,S2019MN099CON005-d4,27,NA,33.2,51.4,15.4,NA,29.6,21.8,3.2,5.2,5,1.8,0.2,sicl,1.025,NA,6.1,6.8,369.6,10,NA,0.86,0.13,0.02,0.9,S2019MN99-E-CON,S2019MN_Mower
MN-099-SW-CON-005-5-102819,5377,DSP for SH - UMN,I2020USMN056,34344,40698,S2019MN099CON005,201192,20N01649,Bw1,53,80,S2019MN099CON005-d5,28,NA,23.9,30.6,45.5,NA,15.9,14.7,10.3,14.9,13.8,4.5,2,l,1.015,NA,6.1,6.8,292.8,6,NA,0.35,0.08,0.01,0.4,S2019MN99-E-CON,S2019MN_Mower
MN-099-SW-CON-005-6-102819,5377,DSP for SH - UMN,I2020USMN056,34344,40698,S2019MN099CON005,201193,20N01650,Bw2,80,110,S2019MN099CON005-d6,29,NA,23.5,29.5,47,NA,15.6,13.9,11.2,15.6,12.3,5.5,2.4,l,1.014,NA,6.4,7.1,292,5,NA,0.21,0.05,0.01,0.2,S2019MN99-E-CON,S2019MN_Mower
MN-099-SW-CON-006-1-102819,5377,DSP for SH - UMN,I2020USMN056,34345,40699,S2019MN099CON006,201194,20N01651,Ap1,0,5,S2019MN099CON006-d1,30,NA,27.5,51.9,20.6,NA,30.4,21.5,3.6,6.7,6.8,3.3,0.2,cl,1.023,NA,6.7,7.2,1069.9,234,5,3.13,0.31,0.03,3.1,S2019MN99-F-CON,S2019MN_Mower
MN-099-SW-CON-006-2-102819,5377,DSP for SH - UMN,I2020USMN056,34345,40699,S2019MN099CON006,201195,20N01652,Ap2,5,10,S2019MN099CON006-d2,31,NA,28.9,49.9,21.2,NA,28.8,21.1,3.7,6.3,7.8,3.1,0.3,cl,1.023,NA,6.8,7.4,1029.4,187,3,2.99,0.31,0.03,3,S2019MN99-F-CON,S2019MN_Mower
MN-099-SW-CON-006-3-102819,5377,DSP for SH - UMN,I2020USMN056,34345,40699,S2019MN099CON006,201196,20N01653,Ap3,10,25,S2019MN099CON006-d3,32,NA,29.7,50.3,20,NA,28.9,21.4,3.7,5.6,7.4,3.2,0.1,sicl,1.023,NA,6.6,7.1,882,117,4,2.58,0.25,0.03,2.6,S2019MN99-F-CON,S2019MN_Mower
MN-099-SW-CON-006-4-102819,5377,DSP for SH - UMN,I2020USMN056,34345,40699,S2019MN099CON006,201197,20N01654,AB,25,42,S2019MN099CON006-d4,33,NA,32.6,51.4,16,NA,32.1,19.3,3.1,4.7,6.5,1.4,0.3,sicl,1.022,NA,5.1,5.9,368.8,13,NA,1.05,0.13,0.02,1.1,S2019MN99-F-CON,S2019MN_Mower
MN-099-SW-CON-006-5-102819,5377,DSP for SH - UMN,I2020USMN056,34345,40699,S2019MN099CON006,201198,20N01655,Bw,42,87,S2019MN099CON006-d5,34,NA,27.2,31.8,41,NA,18.3,13.5,10.9,13.6,10.2,4.8,1.5,cl,1.017,NA,5.3,6.1,293.2,3,NA,0.39,0.08,0.01,0.4,S2019MN99-F-CON,S2019MN_Mower
MN-099-SW-CON-006-6-102819,5377,DSP for SH - UMN,I2020USMN056,34345,40699,S2019MN099CON006,201199,20N01656,2BC,87,110,S2019MN099CON006-d6,35,NA,23.9,32.3,43.8,0.3,18.8,13.5,11.5,14.5,10.5,4.8,2.5,l,1.012,11,7.5,8.1,219.1,0,NA,1.5,0.06,0.01,0.2,S2019MN99-F-CON,S2019MN_Mower
MN-099-SW-CON-007-1-102919,5377,DSP for SH - UMN,I2020USMN056,34346,40700,S2019MN099CON007,201200,20N01657,Ap1,0,5,S2019MN099CON007-d1,36,NA,28,47.6,24.4,NA,28.4,19.2,4.1,7.3,8.5,3.9,0.6,cl,1.022,NA,6.8,7.3,1030.4,197,9,3.06,0.29,0.04,3.1,S2019MN99-G-CON,S2019MN_Mower
MN-099-SW-CON-007-2-102919,5377,DSP for SH - UMN,I2020USMN056,34346,40700,S2019MN099CON007,201201,20N01658,Ap2,5,10,S2019MN099CON007-d2,37,NA,28.4,47.6,24,NA,26.6,21,3.7,7.3,8.6,3.8,0.6,cl,1.023,NA,6.6,7.2,1031,150,5,2.96,0.32,0.04,3,S2019MN99-G-CON,S2019MN_Mower
MN-099-SW-CON-007-3-102919,5377,DSP for SH - UMN,I2020USMN056,34346,40700,S2019MN099CON007,201202,20N01659,Ap3,10,20,S2019MN099CON007-d3,38,NA,29.7,47.8,22.5,NA,27.7,20.1,3.8,6.8,8.1,3.4,0.4,cl,1.022,NA,6.3,7,884.4,72,4,2.51,0.27,0.03,2.5,S2019MN99-G-CON,S2019MN_Mower
MN-099-SW-CON-007-4-102919,5377,DSP for SH - UMN,I2020USMN056,34346,40700,S2019MN099CON007,201203,20N01660,BA,20,34,S2019MN099CON007-d4,39,NA,32.7,46.6,20.7,NA,26.7,19.9,5.2,6.5,5.8,2.5,0.7,cl,1.023,NA,5.6,6.2,367.9,13,NA,0.99,0.14,0.02,1,S2019MN99-G-CON,S2019MN_Mower
MN-099-SW-CON-007-5-102919,5377,DSP for SH - UMN,I2020USMN056,34346,40700,S2019MN099CON007,201204,20N01661,2Bw1,34,70,S2019MN099CON007-d5,40,NA,22.3,30,47.7,0.3,15.6,14.4,12.1,15.8,11.9,5.9,2,l,1.011,7,7.5,8,169.7,0,NA,1.04,0.06,0.01,0.2,S2019MN99-G-CON,S2019MN_Mower
MN-099-SW-CON-007-6-102919,5377,DSP for SH - UMN,I2020USMN056,34346,40700,S2019MN099CON007,201205,20N01662,2Bw2,70,83,S2019MN099CON007-d6,41,NA,25,28.1,46.9,NA,14.2,13.9,9.7,16.4,13.7,5.6,1.5,l,1.015,NA,5.6,6.2,328.4,5,NA,0.49,0.09,0.01,0.5,S2019MN99-G-CON,S2019MN_Mower
MN-099-SW-CON-007-7-102919,5377,DSP for SH - UMN,I2020USMN056,34346,40700,S2019MN099CON007,201206,20N01663,2Bw3,83,103,S2019MN099CON007-d7,42,NA,25.1,27.9,47,NA,14.4,13.5,11.8,15.7,11.7,5.2,2.6,scl,1.014,NA,6.3,7,291.9,3,NA,0.26,0.08,0.01,0.3,S2019MN99-G-CON,S2019MN_Mower
MN-099-SW-CON-008-1-102919,5377,DSP for SH - UMN,I2020USMN056,34347,40701,S2019MN099CON008,201207,20N01664,Ap1,0,5,S2019MN099CON008-d1,43,NA,27.8,48.8,23.4,NA,28.3,20.5,3.9,7.1,8.8,3.2,0.4,cl,1.022,NA,6.8,7.4,1028.6,216,18,2.73,0.3,0.03,2.7,S2019MN99-H-CON,S2019MN_Mower
MN-099-SW-CON-008-2-102919,5377,DSP for SH - UMN,I2020USMN056,34347,40701,S2019MN099CON008,201208,20N01665,Ap2,5,10,S2019MN099CON008-d2,44,NA,27.9,48.7,23.4,NA,28.5,20.2,4.3,6.7,8.5,3.5,0.4,cl,1.022,NA,6.8,7.4,957.4,192,8,2.7,0.29,0.03,2.7,S2019MN99-H-CON,S2019MN_Mower
MN-099-SW-CON-008-3-102919,5377,DSP for SH - UMN,I2020USMN056,34347,40701,S2019MN099CON008,201209,20N01666,Ap3,10,22,S2019MN099CON008-d3,45,NA,29.3,48.2,22.5,NA,28.1,20.1,3.6,7.5,7.9,3,0.5,cl,1.022,NA,6.2,6.9,884.5,83,5,2.34,0.27,0.03,2.3,S2019MN99-H-CON,S2019MN_Mower
MN-099-SW-CON-008-4-102919,5377,DSP for SH - UMN,I2020USMN056,34347,40701,S2019MN099CON008,201210,20N01667,BA,22,39,S2019MN099CON008-d4,46,NA,27.4,43.9,28.7,NA,25.1,18.8,3.7,8.7,10.6,4.9,0.8,cl,1.02,NA,5.3,6.2,441.3,12,NA,1.01,0.14,0.02,1,S2019MN99-H-CON,S2019MN_Mower
MN-099-SW-CON-008-5-102919,5377,DSP for SH - UMN,I2020USMN056,34347,40701,S2019MN099CON008,201211,20N01668,2Bw1,39,65,S2019MN099CON008-d5,47,NA,27.3,29.2,43.5,NA,15.2,14,11.6,14.8,10.6,4.9,1.6,cl,1.016,NA,5.3,6.1,219.4,2,NA,0.33,0.07,0.01,0.3,S2019MN99-H-CON,S2019MN_Mower
MN-099-SW-CON-008-6-102919,5377,DSP for SH - UMN,I2020USMN056,34347,40701,S2019MN099CON008,201212,20N01669,2Bw2,65,96,S2019MN099CON008-d6,48,NA,25.8,28.3,45.9,NA,15.2,13.1,12.6,15.8,10.6,4.8,2.1,l,1.015,0,6.7,7.3,218.8,3,NA,0.26,0.06,0.01,0.3,S2019MN99-H-CON,S2019MN_Mower
MN-099-SW-CON-009-7-102919,5377,DSP for SH - UMN,I2020USMN056,34347,40701,S2019MN099CON008,201213,20N01670,2Bw3,96,142,S2019MN099CON008-d7,49,NA,22.7,31.8,45.5,0.6,17.1,14.7,11.9,15.3,11.6,4.3,2.4,l,1.012,9,7.5,8,145.6,0,NA,1.4,0.05,0.01,0.3,S2019MN99-H-CON,S2019MN_Mower
MN-099-SW-CON-009-1-102919,5377,DSP for SH - UMN,I2020USMN056,34348,40702,S2019MN099CON009,201214,20N01671,Ap1,0,5,S2019MN099CON009-d1,50,NA,30,47.9,22.1,NA,28.1,19.8,3.7,6.6,8.1,3.2,0.5,cl,1.025,NA,6.8,7.3,1106.5,192,9,3.4,0.33,0.03,3.4,S2019MN99-I-CON,S2019MN_Mower
MN-099-SW-CON-009-2-102919,5377,DSP for SH - UMN,I2020USMN056,34348,40702,S2019MN099CON009,201215,20N01672,Ap2,5,10,S2019MN099CON009-d2,51,NA,30.6,48.2,21.2,NA,27.7,20.5,3.5,6.3,7.8,3.2,0.4,cl,1.026,NA,6.7,7.1,1182.5,166,10,3.26,0.34,0.04,3.3,S2019MN99-I-CON,S2019MN_Mower
MN-099-SW-CON-009-3-102919,5377,DSP for SH - UMN,I2020USMN056,34348,40702,S2019MN099CON009,201216,20N01673,Ap3,10,20,S2019MN099CON009-d3,52,NA,31.6,48.7,19.7,NA,28.3,20.4,3.5,6.5,6.6,2.9,0.2,sicl,1.026,NA,6.4,7,960.7,109,5,2.91,0.3,0.04,2.9,S2019MN99-I-CON,S2019MN_Mower
MN-099-SW-CON-009-4-102919,5377,DSP for SH - UMN,I2020USMN056,34348,40702,S2019MN099CON009,201217,20N01674,A & BA,20,45,S2019MN099CON009-d4 d5,53,NA,31.4,46.9,21.7,NA,28.6,18.3,4.3,7.1,7.3,2.3,0.7,cl,1.024,NA,5.9,6.6,442.3,8,NA,0.98,0.15,0.02,1,S2019MN99-I-CON,S2019MN_Mower
MN-099-SW-CON-009-5-102919,5377,DSP for SH - UMN,I2020USMN056,34348,40702,S2019MN099CON009,201218,20N01675,2Bw1,45,63,S2019MN099CON009-d6,54,NA,28.1,36.8,35.1,NA,21.7,15.1,7.3,11,10.3,4.4,2.1,cl,1.021,NA,5.9,6.6,293.6,5,NA,0.6,0.11,0.01,0.6,S2019MN99-I-CON,S2019MN_Mower
MN-099-SW-CON-009-6-102919,5377,DSP for SH - UMN,I2020USMN056,34348,40702,S2019MN099CON009,201219,20N01676,2Bw2,63,102,S2019MN099CON009-d7,55,NA,25.8,29.5,44.7,NA,17.8,11.7,12.1,15.1,10.4,5,2.1,l,1.016,NA,6.3,6.9,292.6,2,NA,0.29,0.06,0.01,0.3,S2019MN99-I-CON,S2019MN_Mower
MN-099-SW-ALT-010-1-102919,5377,DSP for SH - UMN,I2020USMN056,34349,40703,S2019MN099ALT010,201220,20N01677,Ap1,0,5,S2019MN099ALT010-d1,56,NA,23,45.4,31.6,NA,27.3,18.1,5.4,9.7,10.7,4.7,1.1,l,1.019,NA,6.1,6.6,1028.2,210,18,2.93,0.32,0.03,2.9,S2019MN99-A-ALT,S2019MN_Mower
MN-099-SW-ALT-010-2-102919,5377,DSP for SH - UMN,I2020USMN056,34349,40703,S2019MN099ALT010,201221,20N01678,Ap2,5,10,S2019MN099ALT010-d2,57,NA,24.4,45.7,29.9,NA,27.3,18.4,4.8,9.2,12.5,2.9,0.5,l,1.019,NA,5.9,6.7,1029.3,135,16,2.62,0.29,0.03,2.6,S2019MN99-A-ALT,S2019MN_Mower
MN-099-SW-ALT-010-3-102919,5377,DSP for SH - UMN,I2020USMN056,34349,40703,S2019MN099ALT010,201222,20N01679,Ap3,10,20,S2019MN099ALT010-d3,58,NA,25.1,47.1,27.8,NA,27.8,19.3,4.8,8.7,10.6,3.1,0.6,l,1.02,NA,5.4,6.2,736.4,49,5,2.15,0.26,0.04,2.2,S2019MN99-A-ALT,S2019MN_Mower
MN-099-SW-ALT-010-4-102919,5377,DSP for SH - UMN,I2020USMN056,34349,40703,S2019MN099ALT010,201223,20N01680,BA,20,35,S2019MN099ALT010-d4,59,NA,26,47.7,26.3,NA,28.2,19.5,5,8.2,9,3.5,0.6,l,1.021,NA,5.4,6.2,734.9,31,NA,1.94,0.22,0.02,1.9,S2019MN99-A-ALT,S2019MN_Mower
MN-099-SW-ALT-010-5-102919,5377,DSP for SH - UMN,I2020USMN056,34349,40703,S2019MN099ALT010,201224,20N01681,2Bw1,35,61,S2019MN099ALT010-d5,60,NA,18.7,26.6,54.7,NA,14.2,12.4,12.3,18.5,15.2,6.2,2.5,fsl,1.014,NA,6,6.8,291.6,3,NA,0.4,0.07,0.01,0.4,S2019MN99-A-ALT,S2019MN_Mower
MN-099-SW-ALT-010-6-102919,5377,DSP for SH - UMN,I2020USMN056,34349,40703,S2019MN099ALT010,201225,20N01682,2Bw2,61,100,S2019MN099ALT010-d6,61,NA,16.5,24.3,59.2,NA,13.7,10.6,11.6,19.5,18.9,7.5,1.7,fsl,1.011,NA,6.7,7.3,218.2,2,NA,0.23,0.08,0.01,0.2,S2019MN99-A-ALT,S2019MN_Mower
MN-099-SW-ALT-011-1-102919,5377,DSP for SH - UMN,I2020USMN056,34350,40704,S2019MN099ALT011,201226,20N01683,Ap1,0,5,S2019MN099ALT011-d1,62,NA,24.8,46.4,28.8,NA,28.7,17.7,4.7,9.2,11.3,3.3,0.3,l,1.021,NA,6.5,7,1175,216,29,3.27,0.33,0.03,3.3,S2019MN99-B-ALT,S2019MN_Mower
MN-099-SW-ALT-011-2-102919,5377,DSP for SH - UMN,I2020USMN056,34350,40704,S2019MN099ALT011,201227,20N01684,Ap2,5,10,S2019MN099ALT011-d2,63,NA,26.7,47.3,26,NA,29.3,18,4.5,8,9.4,3.5,0.6,l,1.022,NA,6.4,7,1106,153,17,3.21,0.32,0.03,3.2,S2019MN99-B-ALT,S2019MN_Mower
MN-099-SW-ALT-011-3-102919,5377,DSP for SH - UMN,I2020USMN056,34350,40704,S2019MN099ALT011,201228,20N01685,Ap3,10,22,S2019MN099ALT011-d3,64,NA,27.3,47.8,24.9,NA,29.9,17.9,5.1,7.2,9,3.4,0.2,cl,1.023,NA,6.4,7.1,1031.8,97,4,2.84,0.32,0.03,2.8,S2019MN99-B-ALT,S2019MN_Mower
MN-099-SW-ALT-011-4-102919,5377,DSP for SH - UMN,I2020USMN056,34350,40704,S2019MN099ALT011,201229,20N01686,BA,22,40,S2019MN099ALT011-d4,65,NA,29.9,50.7,19.4,NA,31.9,18.8,3.7,6.7,6,2.7,0.3,sicl,1.022,NA,5.7,6.4,514.4,10,NA,1.46,0.2,0.02,1.5,S2019MN99-B-ALT,S2019MN_Mower
