dsp_pedon_id,dsp_plot_id,pedon_num,date_sampled,pedon_x,pedon_y,target_soil_name,soil_sampled_name,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,soc_stock_0_30cm,soc_stock_30_50cm,soc_stock_50_100cm,soc_stock_100cm,mat,map,climate,soc_pct,bulk_density,tn_pct,kssl_wsa,yoder_agg_stab_mwd,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace
IL-115-SW-ETAL-001A,IL-115-SW-ETAL,1,11/19/2020,-88.745608,39.895068,Drummer,Drummer,33,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Etal,Illinois,Drummer,88.48526574246813,59.79818651350024,NA,NA,11.113166809082031,1005,cool_wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL-115-SW-ETAL-002,IL-115-SW-ETAL,2,5/12/2020,-88.746645,39.895384,Drummer,Drummer,33,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Etal,Illinois,Drummer,77.95596951843599,41.076944703900004,39.05028588657,158.083200108906,11.113166809082031,1005,cool_wet,2.1917,1.2654438104999999,0.19390000000000002,NA,1,NA,0.2119512305,149.72308,85.60693,249.74394999999998,156.7078,262.5799,141.84725,371.133,6.709134885999999
IL-115-SW-ETAL-003,IL-115-SW-ETAL,3,5/12/2020,-88.746587,39.90146,Drummer,Dana,33,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Etal,Illinois,Drummer,87.0048923158495,36.779819892774,32.145738062355,155.9304502709785,11.113166809082031,1005,cool_wet,2.4558999999999997,1.2420427585,0.20729999999999998,NA,0.895,6.45,0.241524984,193.53545,149.67155,282.90070000000003,171.19305,317.7754,189.7283,457.073,7.046123364
IL-115-SW-WDFLD-001,IL-115-SW-WDFLD,1,5/12/2020,-88.798131,39.866062,Drummer,Drummer,34,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Woodfield,Illinois,Drummer,97.885057721973,30.525555586976,42.82909999965,171.239713308599,11.21483325958252,1000,cool_wet,2.63635,1.338110101,0.21625,NA,1.2650000000000001,NA,0.318909546,290.91945,43.12735,157.61775,367.45565,307.7965,140.8366,440.9765,5.6397737155000005
IL-115-SW-WDFLD-001A,IL-115-SW-WDFLD,1,11/19/2020,-88.798131,39.866062,Drummer,Drummer,34,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Woodfield,Illinois,Drummer,78.41845821973445,32.42393299756976,NA,NA,11.21483325958252,1000,cool_wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL-115-SW-WDFLD-002,IL-115-SW-WDFLD,2,5/12/2020,-88.799917,39.865395,Drummer,Drummer,34,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Woodfield,Illinois,Drummer,100.39037066019,39.721632516732,44.408199937815,184.520203114737,11.21483325958252,1000,cool_wet,2.754,1.220770471,0.2424,NA,1.6,NA,NA,327.43955,100,144.185105,246.8192,297.52524999999997,107.07423,426.95,6.454593303999999
IL-115-SW-WDFLD-003,IL-115-SW-WDFLD,3,5/12/2020,-88.798039,39.868482,Drummer,Drummer,34,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,AG-CROP,Woodfield,Illinois,Drummer,98.081461441465,35.98904124528,45.57700331504,179.647506001785,11.21483325958252,1000,cool_wet,2.6776,1.194709995,0.21655000000000002,NA,1.13,NA,0.1612877995,302.90225,85.4,147.16835,306.233,325.73915,162.61655000000002,444.57550000000003,6.361552636
IL-147-SW-CRP-001,IL-147-SW-CRP,1,5/12/2020,-88.743611,39.895694,Drummer,Drummer,35,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Cripe,Illinois,Drummer,109.080661846545,42.911844677506,44.64010184704,196.632608371091,11.113166809082031,1005,cool_wet,2.6214500000000003,1.668002454,0.1918,NA,1.24,6.05,0.12170153850000001,175.6565,83.447825,315.08635000000004,372.70335,372.70335,90.84020000000001,467.6328,7.421342787
IL-147-SW-CRP-001A,IL-147-SW-CRP,1,11/19/2020,-88.743611,39.895694,Drummer,Drummer,35,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Cripe,Illinois,Drummer,100.47442030369669,44.513177930463776,NA,NA,11.113166809082031,1005,cool_wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL-147-SW-CRP-002,IL-147-SW-CRP,2,5/12/2020,-88.743611,39.896889,Drummer,Flanagan,35,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Cripe,Illinois,Drummer,80.623788192266,48.294844767634004,43.712291753775,172.630924713675,11.113166809082031,1005,cool_wet,2.2436499999999997,1.295211855,0.17635,NA,0.8799999999999999,NA,0.156868185,126.01755,75.09613999999999,222.73985,272.12365,272.12365,101.7995,384.9045,6.889751979
IL-147-SW-CRP-003,IL-147-SW-CRP,3,5/12/2020,-88.743333,39.898194,Drummer,Dana,35,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Cripe,Illinois,Drummer,72.7022529126295,23.58244773904,29.47820008766,125.76290073932951,11.113166809082031,1005,cool_wet,1.97485,1.4432890239999998,0.16505,NA,1.015,6.45,0.11690458549999999,115.85794999999999,60.6459,228.76695,301.08119999999997,301.08119999999997,94.834705,437.422,6.631730488500001
IL-147-SW-TS-001,IL-147-SW-TS,1,5/12/2020,-88.700021,39.876683,Drummer,Drummer,36,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Taylor South,Illinois,Drummer,92.6546082119085,23.723671768706,30.054625773825,146.4329057544395,11.108333587646484,1003,cool_wet,2.97635,1.338009251,0.24230000000000002,NA,1.505,5.699999999999999,0.1752846125,138.465255,81.936505,146.14845000000003,126.1984,482.4721,148.95715,431.296,7.131756712
IL-147-SW-TS-002,IL-147-SW-TS,2,5/12/2020,-88.700776,39.878541,Drummer,Drummer,36,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Taylor South,Illinois,Drummer,105.0989159391545,30.274029683591998,40.98549536995,176.3584409926965,11.108333587646484,1003,cool_wet,2.876,1.3372708985,0.22285,NA,1.5550000000000002,5.3,0.067744224,177.39775,63.254215,109.79908499999999,50.214625,346.143,92.91719,382.42265,6.781510038
IL-147-SW-TS-003,IL-147-SW-TS,3,5/12/2020,-88.705988,39.878261,Drummer,Drummer,36,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Taylor South,Illinois,Drummer,110.7667681221695,28.621169640543997,48.54165001444,187.92958777715347,11.108333587646484,1003,cool_wet,3.07315,1.2405812809999999,0.2397,NA,1.07,5.550000000000001,0.0839182185,264.10145,47.60822,218.3601,147.88021,481.93325000000004,164.73845,477.119,7.838521731
IL-147-SW-TS-003A,IL-147-SW-TS,3,11/19/2020,-88.705988,39.878261,Drummer,Drummer,36,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,AG-CROP,Taylor South,Illinois,Drummer,102.04635370919107,32.88066023193648,NA,NA,11.108333587646484,1003,cool_wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PaH2-1,PaH2,1,8/11/2020,-72.2346389,41.7541111,Paxton/ Woodbridge,Woodbridge,70,SHM - Hayland,SHM,GRASS,No-till,Hayland,"Mountain Dairy farm, Mansfield, CT, hayfield",AG-CROP,H2,UConn,Woodbridge,84.5324343484145,10.9525670944058,NA,NA,9.041500091552734,1260,cool_wet,5.0165172705,1.315,0.413902206,77.982160765,3.931693626,6.05,2.106671155,254.91581705000002,34.8697892,254.68229995000002,287.87019945,NA,169.46892305,915.0302083500001,17.344743485000002
PaL1-1,PaL1,1,7/23/2020,-72.188333,41.7995278,Paxton/ Woodbridge,Woodbridge,71,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Will Ouimet residential lawn, Mansfield, CT",AG-CROP,L1,UConn,Woodbridge,83.95925129150007,14.748664496118401,20.6071606682784,119.31507645589687,8.826166152954102,1251,cool_wet,2.8108763945,1.375,0.2189109865,64.305759965,3.2059867520000003,4.65,1.8780822835000002,81.401713585,23.582241795,48.979439985,171.5111259,NA,209.5626677,552.4150159999999,12.7819795485
PaL1-2,PaL1,2,7/23/2020,-72.18838889,41.7995556,Paxton/ Woodbridge,Woodbridge,71,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Will Ouimet residential lawn, Mansfield, CT",AG-CROP,L1,UConn,Woodbridge,102.44994409289801,16.991019272997,NA,NA,8.826166152954102,1251,cool_wet,4.911799961,1.2149999999999999,0.3856624785,70.24696649,3.1644800650000002,NA,1.9714504590000002,57.20303523,16.566398185,49.18985617,373.1548226,NA,277.64164504999997,674.38558075,16.88555573
PaL2-2,PaL2,2,7/24/2020,-72.1895,41.80006,Paxton/ Woodbridge,Canton,72,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Nels Barrett residential lawn, Mansfield, CT",AG-CROP,L2,UConn,Canton,77.16067916802851,38.311738835342396,NA,NA,8.826166152954102,1251,cool_wet,2.7303648845,1.33,0.2012423195,59.9537497,2.6338437015,NA,0.7236408974999999,41.542616865,8.245144095,53.94526189,91.670202115,NA,91.642844845,791.4113929,10.840809937500001
PaM1-1,PaM1,1,7/14/2020,-72.23745,41.8184833,Paxton/ Woodbridge,Canton,73,Ref - Managed forest,Ref,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand D, oak/ hickory upland hardwoof, thinned 2013",Reference,M1,UConn,Canton,NA,NA,NA,NA,8.857999801635742,1252,cool_wet,4.2297744945,1.215,0.23547678,61.186835110000004,2.0584972925,NA,1.141106485,63.117342165,13.646593791999999,58.3423878275,135.945623505,NA,133.495087015,474.94722485,16.2531144675
PaM2-1,PaM2,1,7/21/2020,-72.25135,41.8207833,Paxton/ Woodbridge,Woodbridge,74,SHM - Managed forest,SHM,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand B, ash-dominated, thinned 2013",AG-CROP,M2,UConn,Woodbridge,105.12499501975351,15.812505031289998,NA,NA,8.846333503723145,1257,cool_wet,5.776752480000001,1.245,0.3913088945,64.95530339,3.024162026,4.949999999999999,2.342091938,121.42741051,17.514999826,204.45778622499998,246.4980844,NA,163.94221645,672.7373299000001,16.844305996
PaM2-2,PaM2,2,7/21/2020,-72.2543056,41.821,Paxton/ Woodbridge,Woodbridge,74,SHM - Managed forest,SHM,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand B, ash-dominated, thinned 2013",AG-CROP,M2,UConn,Woodbridge,87.768541083933,15.125626427222999,NA,NA,8.846333503723145,1257,cool_wet,5.6456296075,1.165,0.38773474950000003,71.860915255,2.0413242714999997,NA,2.0671115405,121.67731085,20.130097615,130.478893925,253.4388011,NA,156.054098745,651.3100684999999,18.9201336315
PaT2-1,PaT2,1,8/12/2020,-72.2351944,41.7537778,Paxton/ Woodbridge,Woodbridge,78,BAU - Conv till silage corn,BAU,CROP,Till,Conv till silage corn,"Mountain Dairy farm, Mansfield, CT, corn field, conventional till, with manure",AG-CROP,T2,UConn,Woodbridge,68.995619934771,10.25708293236,21.430657845252,100.683360712383,9.041500091552734,1260,cool_wet,2.332028957,1.53,0.188279452,66.717332,3.0481149295,7.1,0.9137234059999999,49.581076295,15.069552354999999,112.1884612,107.5930227,NA,89.633133335,544.17376165,5.6870773055
PaU1-1,PaU1,1,7/14/2020,-72.2388333,41.8184333,Paxton/ Woodbridge,Woodbridge,79,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand C, oak/ hickory upland hardwood, no recent management",Reference,U1,UConn,Woodbridge,153.19136523016678,17.894594371698002,25.536576505284003,196.6225361071488,8.857999801635742,1252,cool_wet,8.622911424,0.86,0.491255106,67.115834995,2.3680146129999997,4.25,1.9960712969999999,57.119735129999995,23.134727169999998,157.92572433499998,353.60286915,NA,166.504598595,687.5715878,32.83221153
PaU1-2,PaU1,2,7/14/2020,-72.238939,41.818491,Paxton/ Woodbridge,Woodbridge,79,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand C, oak/ hickory upland hardwood, no recent management",Reference,U1,UConn,Woodbridge,123.2249970331835,12.3948429618816,NA,NA,8.857999801635742,1252,cool_wet,8.3782916585,NA,0.48531708399999995,72.05963028,1.880975355,NA,2.3058744675,66.19944578,22.274960200000002,207.90635528,332.64462665,NA,256.3889459,718.8883544,29.934672319999997
PaU2-1,PaU2,1,7/21/2020,-72.2532778,41.8216111,Paxton/ Woodbridge,Woodbridge,80,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand A, ash- dominated, no recent management",Reference,U2,UConn,Woodbridge,166.2114320658785,22.1166688774827,31.414615423160996,219.74271636652222,8.846333503723145,1257,cool_wet,12.656823694,NA,0.727100418,75.20405694,3.4318595605,4.15,3.7841346445,133.29767444499998,26.82105339,284.4362439,329.9681411,NA,228.55444145,1002.3875047,48.09263372
PaU2-2,PaU2,2,7/21/2020,-72.25333,41.82161667,Paxton/ Woodbridge,Woodbridge,80,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand A, ash- dominated, no recent management",Reference,U2,UConn,Woodbridge,121.79320599938,11.046368034879,NA,NA,8.846333503723145,1257,cool_wet,6.502823006,NA,0.441942723,71.88149142500001,2.2710649675,NA,2.384807671,82.65121507500001,18.7759261525,184.38581012,168.3410185,NA,172.081548005,712.2953509,21.337090165
CVT-1-1,CVT-1,a,NA,-101.9472,32.774177,NA,Amarillo,28,BAU,BAU,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,6.557,4.8875,9.887500000000001,21.332,16.16983413696289,462,warm_dry,0.15,1.13,NA,NA,0.825,NA,38,20.59,10.28,1.805,NA,NA,2.37,161.715,0.080455
CVT-1-2,CVT-1,b,NA,-101.9472,32.774177,NA,Amarillo,28,BAU,BAU,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,6.057500000000001,5.803000000000001,13.4475,25.308,16.16983413696289,462,warm_dry,0.175,1.29,NA,NA,0.845,NA,45.5,21.375,13.495000000000001,1.965,NA,NA,1.6,201.16500000000002,0.09766
CVT-1-3,CVT-1,c,NA,-101.9472,32.774177,NA,Amarillo,28,BAU,BAU,CROP,Till,Conv Till - 1,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,8.113000000000001,4.839,11.362499999999999,24.314500000000002,16.16983413696289,462,warm_dry,0.19,1.3900000000000001,NA,NA,0.7,NA,73,22.045,19.785,3.38,NA,NA,0.71,137.45499999999998,0.077945
CVT-2-1,CVT-2,a,NA,-101.947051,32.774988,NA,Amarillo,29,BAU,BAU,CROP,Till,Conv Till - 2,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,8.561,5.310999999999999,12.322499999999998,26.194499999999998,16.16983413696289,462,warm_dry,0.22,1.255,NA,NA,0.765,NA,110.5,16.375,7.74,4.555,NA,NA,1.87,96.925,0.2338
CVT-2-2,CVT-2,b,NA,-101.947051,32.774988,NA,Amarillo,29,BAU,BAU,CROP,Till,Conv Till - 2,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,6.938,4.6545000000000005,10.405000000000001,21.997500000000002,16.16983413696289,462,warm_dry,0.19,1.24,NA,NA,0.79,NA,86,13.835,8.399999999999999,5.09,NA,NA,0.49,60.615,0.113275
CVT-2-3,CVT-2,c,NA,-101.947051,32.774988,NA,Amarillo,29,BAU,BAU,CROP,Till,Conv Till - 2,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,7.591,5.481,14.962499999999999,28.034499999999998,16.16983413696289,462,warm_dry,0.20500000000000002,1.13,NA,NA,0.735,NA,133.5,16.08,8.620000000000001,5.54,NA,NA,0.215,63.125,0.137985
CVT-3-1,CVT-3,a,NA,-101.947185,32.775734,NA,Amarillo,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,9.437,4.3785,8.362499999999999,22.177999999999997,16.16983413696289,462,warm_dry,0.185,1.755,NA,NA,0.9,NA,93.5,59.295,6.790000000000001,1.8849999999999998,NA,NA,0.655,164.235,0.13395
CVT-3-2,CVT-3,b,NA,-101.947185,32.775734,NA,Amarillo,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.2775,6.611,12.575,29.4635,16.16983413696289,462,warm_dry,0.32,1.0950000000000002,NA,NA,0.8300000000000001,NA,96.5,80.08000000000001,7.57,3.88,NA,NA,0.915,201.41,0.10067
CVT-3-3,CVT-3,c,NA,-101.947185,32.775734,NA,Amarillo,30,BAU,BAU,CROP,Till,Conv Till - 3,CT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,9.062500000000002,5.979,13.042499999999999,28.084000000000003,16.16983413696289,462,warm_dry,0.28500000000000003,1.365,NA,NA,0.71,NA,96,64.84,3.645,2.165,NA,NA,3.1750000000000003,157.335,0.03208
NAT-1-1,NAT-1,1,NA,-102.406408,32.060626,NA,Amarillo,57,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,11.946000000000002,7.68,17.571,37.197,17.543832778930664,376,warm_dry,0.41000000000000003,1.56,NA,NA,0.565,NA,186.5,90.46499999999999,10.385,1.95,NA,NA,15.755,155.43,0.2454
NAT-2-2,NAT-2,2,NA,-102.406791,33.059817,NA,Amarillo,58,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,10.132499999999999,8.5,22,40.6325,15.607999801635742,453,warm_dry,0.33499999999999996,1.67,NA,NA,0.565,NA,26.5,69.27,10.69,4.025,NA,NA,6.82,174.115,0.08301499999999999
NAT-3-3,NAT-3,3,NA,-102.406186,33.060119,NA,Amarillo,59,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,13.674,5.247999999999999,18.184,37.105999999999995,15.607999801635742,453,warm_dry,0.41000000000000003,1.675,NA,NA,0.6799999999999999,NA,54,115.38999999999999,15.79,4.08,NA,NA,7.335000000000001,177.70499999999998,0.19598
NTM-1-1,NTM-1,a,NA,-101.946881,32.774275,NA,Amarillo,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.012,3.7119999999999997,8.325,23.049,16.16983413696289,462,warm_dry,0.595,1.015,NA,NA,0.845,NA,43.5,128.31,22.81,1.14,NA,NA,12.215,391.205,0.50885
NTM-1-2,NTM-1,b,NA,-101.946881,32.774275,NA,Amarillo,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.119,4.41,9.925,25.454,16.16983413696289,462,warm_dry,0.47,1.405,NA,NA,0.905,NA,138,93.215,19.375,0.995,NA,NA,4.22,363.65,0.41278
NTM-1-3,NTM-1,c,NA,-101.946881,32.774275,NA,Amarillo,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.7985,5.908,13.885,30.591500000000003,16.16983413696289,462,warm_dry,0.45999999999999996,1.425,NA,NA,0.865,NA,59.5,106.985,21.345,1.215,NA,NA,2.255,393.52,0.41134000000000004
NTM-2-1,NTM-2,a,NA,-101.947229,32.775004,NA,Amarillo,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.214500000000001,4.6525,12.41,28.277,16.16983413696289,462,warm_dry,0.595,1.195,NA,NA,0.87,NA,66,114.065,24.200000000000003,4.115,NA,NA,6.82,327.225,0.41886999999999996
NTM-2-2,NTM-2,b,NA,-101.947229,32.775004,NA,Amarillo,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,13.892000000000001,5.377999999999999,12.35,31.619999999999997,16.16983413696289,462,warm_dry,0.56,1.62,NA,NA,0.855,NA,80.5,113.37,21.615000000000002,2.835,NA,NA,3.055,336.51,0.398795
NTM-2-3,NTM-2,c,NA,-101.947229,32.775004,NA,Amarillo,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,15.077,5.3260000000000005,12.842500000000001,33.2455,16.16983413696289,462,warm_dry,0.6599999999999999,1.5099999999999998,NA,NA,0.8,NA,51,111.52,39.1,3.02,NA,NA,5.880000000000001,349.98,0.6544
NTM-3-1,NTM-3,a,NA,-101.94738,32.775739,NA,Amarillo,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,12.6325,6.428,16.74,35.8005,16.16983413696289,462,warm_dry,0.6,1.125,NA,NA,0.915,NA,144,67.425,26.03,1.685,NA,NA,11.8,330.73,0.200015
NTM-3-2,NTM-3,b,NA,-101.94738,32.775739,NA,Amarillo,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,15.132,5.6819999999999995,21.805,42.619,16.16983413696289,462,warm_dry,0.8500000000000001,1.375,NA,NA,0.855,NA,132,185.375,29.275,3.375,NA,NA,15.674999999999999,420.64500000000004,0.13244
NTM-3-3,NTM-3,c,NA,-101.94738,32.775739,NA,Amarillo,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,9.810500000000001,4.0365,7.675,21.522000000000002,16.16983413696289,462,warm_dry,0.36,1.705,NA,NA,0.9450000000000001,NA,104.5,131.65,16.595,1.6949999999999998,NA,NA,3.88,175.08,0.087555
NTR-1-1,NTR-1,a,NA,-101.947399,32.775007,NA,Amarillo,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.7605,5.122999999999999,12.4475,28.331,16.16983413696289,462,warm_dry,0.52,1.3250000000000002,NA,NA,0.865,NA,132.5,114.64500000000001,24.91,0.655,NA,NA,8.12,382.02,0.39019499999999996
NTR-1-2,NTR-1,b,NA,-101.947399,32.775007,NA,Amarillo,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.57,5.0280000000000005,12.835000000000003,29.433,16.16983413696289,462,warm_dry,0.48,1.4,NA,NA,0.8200000000000001,NA,82,113.045,14.495,4.15,NA,NA,9.385,370.575,0.44432499999999997
NTR-1-3,NTR-1,c,NA,-101.947399,32.775007,NA,Amarillo,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,13.49,4.6935,13.537500000000001,31.721000000000004,16.16983413696289,462,warm_dry,0.51,1.555,NA,NA,0.88,NA,81,125.965,23.515,0.985,NA,NA,8.055,371.395,0.539325
NTR-2-1,NTR-2,a,NA,-101.947399,32.775007,NA,Amarillo,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.276,4.423500000000001,11.31,26.009500000000003,16.16983413696289,462,warm_dry,0.455,1.295,NA,NA,0.8700000000000001,NA,41.5,93.915,15.4,1.7599999999999998,NA,NA,7.41,370.855,0.43787
NTR-2-2,NTR-2,b,NA,-101.947399,32.775007,NA,Amarillo,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,12.172,5.34,12.084999999999999,29.597,16.16983413696289,462,warm_dry,0.52,1.24,NA,NA,0.825,NA,35.5,102.965,17.3,2.59,NA,NA,6.295,427.89,0.55008
NTR-2-3,NTR-2,c,NA,-101.947399,32.775007,NA,Amarillo,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,10.771,6.218,17.01,33.999,16.16983413696289,462,warm_dry,0.45,1.47,NA,NA,0.8400000000000001,NA,88.5,135.025,23.130000000000003,1.01,NA,NA,10.36,429.49,0.43930499999999995
NTR-3-1,NTR-3,a,NA,-101.947009,32.775683,NA,Amarillo,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,13.338000000000001,6.6855,13.4675,33.491,16.16983413696289,462,warm_dry,0.63,1.06,NA,NA,0.905,NA,114,224.74,21.96,1.7349999999999999,NA,NA,5.38,268.02,0.134455
NTR-3-2,NTR-3,b,NA,-101.947009,32.775683,NA,Amarillo,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,14.125,8.2545,20.505,42.8845,16.16983413696289,462,warm_dry,0.76,1.2999999999999998,NA,NA,0.75,NA,139,195.48000000000002,25,4.205,NA,NA,5.35,371.62,0.091085
NTR-3-3,NTR-3,c,NA,-101.947009,32.775683,NA,Amarillo,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,11.5725,4.9094999999999995,11.6125,28.0945,16.16983413696289,462,warm_dry,0.51,1.505,NA,NA,0.96,NA,152,206.28499999999997,22.64,2.525,NA,NA,9.64,353.69000000000005,0.09310500000000001
MT-1-1,MT-1,NA,NA,-102.093806,35.18025,NA,Pullman,54,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,Mulch tillage fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA,13.280166625976563,472,cool_dry,NA,1.8,NA,NA,0.23,NA,NA,10.125,15.365000000000002,169.73000000000002,9.215,NA,3.5,582.5,NA
MT-1-2,MT-1,NA,NA,-102.093806,35.18025,NA,Pullman,54,BAU,BAU,CROP,Till,Mulch tillage fallow after sorghum,Mulch tillage fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,NA,NA,NA,NA,13.280166625976563,472,cool_dry,NA,1.21,NA,NA,0.175,NA,NA,10.515,11.055,125.72999999999999,4.24,NA,4.915,419.5,NA
